Division
Women's 11 Under Age Group 30kg
Women's Masters (60-64) 86+kg
Men's Masters (60-64) 60kg
Men's Masters (60-64) 65kg
Men's Masters (60-64) 71kg
Men's Masters (60-64) 79kg
Men's Masters (60-64) 88kg
Men's Masters (60-64) 94kg
Men's Masters (60-64) 110kg
Men's Masters (60-64) 110+kg
Women's Masters (65-69) 48kg
Women's Masters (65-69) 53kg
Women's Masters (65-69) 58kg
Women's Masters (65-69) 63kg
Women's Masters (65-69) 69kg
Women's Masters (65-69) 77kg
Women's Masters (65-69) 86kg
Women's Masters (65-69) 86+kg
Men's Masters (65-69) 60kg
Men's Masters (65-69) 65kg
Men's Masters (65-69) 71kg
Men's Masters (65-69) 79kg
Men's Masters (65-69) 88kg
Men's Masters (65-69) 94kg
Men's Masters (65-69) 110kg
Men's Masters (65-69) 110+kg
Women's Masters (70-74) 48kg
Women's Masters (70-74) 53kg
Women's Masters (70-74) 58kg
Women's Masters (70-74) 63kg
Women's Masters (70-74) 69kg
Women's Masters (70-74) 77kg
Women's Masters (70-74) 86kg
Women's Masters (70-74) 86+kg
Men's Masters (70-74) 60kg
Men's Masters (70-74) 65kg
Men's Masters (70-74) 71kg
Men's Masters (70-74) 79kg
Men's Masters (70-74) 88kg
Men's Masters (70-74) 94kg
Men's Masters (70-74) 110kg
Men's Masters (70-74) 110+kg
Men's Masters (75-79) 60kg
Men's Masters (75-79) 65kg
Men's Masters (75-79) 71kg
Men's Masters (75-79) 79kg
Men's Masters (75-79) 88kg
Men's Masters (75-79) 94kg
Men's Masters (75-79) 110kg
Men's Masters (75-79) 110+kg
Women's Masters (75+) 48kg
Women's Masters (75+) 53kg
Women's Masters (75+) 58kg
Women's Masters (75+) 63kg
Women's Masters (75+) 69kg
Women's Masters (75+) 77kg
Women's Masters (75+) 86kg
Women's Masters (75+) 86+kg
Men's Masters (80+) 60kg
Men's Masters (80+) 65kg
Men's Masters (80+) 71kg
Men's Masters (80+) 79kg
Men's Masters (80+) 88kg
Men's Masters (80+) 94kg
Men's Masters (80+) 110kg
Men's Masters (80+) 110+kg
Open Women's 48kg
Open Women's 53kg
Open Women's 58kg
Open Women's 63kg
Open Women's 69kg
Open Women's 77kg
Open Women's 86kg
Open Women's 86+kg
Open Men's 60kg
Open Men's 65kg
Open Men's 71kg
Open Men's 79kg
Open Men's 88kg
Open Men's 94kg
Open Men's 110kg
Open Men's 110+kg
